"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Wilmington","P126-1216866","Approved","02/25/2025","S126-299149","Hallmark Building - Wilmington","601 Fort Fisher Blvd.","","kristina.raynor.wil","1,111.39"
"Guzman Exterior Services, LLC","Charleston","P129-1224551","Approved","03/24/2025","S129-301545","Stanley Martin Homes - Charleston","490 Oldfield","","megan.wilson1","800.00"
"","Charleston","P129-1218522","Approved","03/03/2025","S129-302094","Samet Corporation - Charleston","Hutchinson Island","","megan.wilson1","50,000.00"
"Holden & Associates , Inc.","Charleston","P129-1219928","Approved","03/07/2025","S129-304706","Samet Corporation - Charleston","Hutchinson Island","","megan.wilson1","4,060.00"
"Howard Building Supply - Raleigh","Raleigh","P120-1225363","Approved","03/26/2025","S120-313543","Red Door Homes - Raleigh","139 Ferrell","","susan.carroll","4,216.16"
"","Raleigh","P120-1223400","Approved","03/20/2025","S120-309959","Red Door Homes - Raleigh","149 Rusconi","","susan.carroll","8,289.94"
"","Raleigh","P120-1223129","Approved","03/19/2025","S120-309613","Red Door Homes - Raleigh","152 Dillon","","susan.carroll","1,017.76"
"","Raleigh","P120-1222746","Approved","03/18/2025","S120-305169","Red Door Homes - Raleigh","145 Spears","","susan.carroll","3,353.77"
"","Raleigh","P120-1222651","Approved","03/18/2025","S120-308991","Red Door Homes - Raleigh","148 Wilkins","","susan.carroll","3,366.64"
"JTB Siding & Construction LLC","Charleston","P129-1218403","Approved","03/03/2025","S129-301988","Samet Corporation - Charleston","Carnes Crossroads","","megan.wilson1","40,000.00"
"Lansing Building Products","Myrtle Beach","P134-1222359","Approved","03/17/2025","S134-308407","Toll Brothers - Myrtle Beach","22 Sanderling Bay","","maria.perdomo","9,262.29"
"","Myrtle Beach","P134-1221575","Approved","03/13/2025","S134-307235","Red Door Homes - Myrtle Beach","628 Race Track Road","","christine.podlesny","219.60"
"","Myrtle Beach","P134-1221502","Approved","03/13/2025","S134-307119","Red Door Homes - Myrtle Beach","628 Race Track Road","","christine.podlesny","249.55"
"","Myrtle Beach","P134-1217273","Approved","02/26/2025","S134-299584","Red Door Homes - Myrtle Beach","628 Race Track Road","","christine.podlesny","3,215.96"
"","Myrtle Beach","P134-1216797","Approved","02/25/2025","S134-298955","Red Door Homes - Myrtle Beach","6958 Long Home Ranch","","christine.podlesny","4,484.78"
"","Myrtle Beach","P134-1215242","Approved","02/18/2025","S134-295869","Great Southern Homes - Myrtle Beach","96 Oak Hollow","","maria.perdomo","3,783.79"
"","Myrtle Beach","P134-1215180","Approved","02/18/2025","S134-295802","Great Southern Homes - Myrtle Beach","77 Avery Woods","","maria.perdomo","4,369.34"
"","Myrtle Beach","P134-1214094","Approved","02/12/2025","S134-293731","Toll Brothers - Myrtle Beach","1 Sanderling Bay","","maria.perdomo","9,551.88"
"","Myrtle Beach","P134-1211504","Approved","02/04/2025","S134-289763","Toll Brothers - Myrtle Beach","21 Sanderling Bay","","kelly.walker","10,298.10"
"","Myrtle Beach","P134-1211441","Approved","02/04/2025","S134-289694","Toll Brothers - Myrtle Beach","18 Sanderling Bay","","maria.perdomo","10,098.45"
"","Myrtle Beach","P134-1211432","Approved","02/04/2025","S134-289687","Toll Brothers - Myrtle Beach","10 Sanderling Bay","","kelly.walker","8,904.84"
"","Myrtle Beach","P134-1211411","Approved","02/04/2025","S134-289493","Toll Brothers - Myrtle Beach","9 Sanderling Bay","","maria.perdomo","10,873.64"
"","Myrtle Beach","P134-1211337","Approved","02/04/2025","S134-289463","Toll Brothers - Myrtle Beach","8 Sanderling Bay","","kelly.walker","9,352.23"
"","Myrtle Beach","P134-1211316","Approved","02/04/2025","S134-289381","Toll Brothers - Myrtle Beach","6 Sanderling Bay","","maria.perdomo","10,354.38"
"","Myrtle Beach","P134-1211127","Approved","02/03/2025","S134-289185","Toll Brothers - Myrtle Beach","7 Sanderling Bay","","kelly.walker","8,303.30"
"","Myrtle Beach","P134-1211108","Approved","02/03/2025","S134-289157","Toll Brothers - Myrtle Beach","5 Sanderling Bay","","kelly.walker","9,444.03"
"","Myrtle Beach","P134-1211069","Approved","02/03/2025","S134-289090","Toll Brothers - Myrtle Beach","4 Sanderling Bay","","maria.perdomo","9,662.76"
"","Myrtle Beach","P134-1211058","Approved","02/03/2025","S134-289080","Toll Brothers - Myrtle Beach","3 Sanderling Bay","","kelly.walker","9,672.57"
"","Myrtle Beach","P134-1211002","Approved","02/03/2025","S134-289018","Toll Brothers - Myrtle Beach","2 Sanderling Bay","","maria.perdomo","9,151.98"
"","Columbia","P130-1224755","Approved","03/25/2025","S130-312541","LaFaye Construction - Columbia","Richland St. Bldg. 2","","kaitlyn.stewart","486.75"
"","Columbia","P130-1224753","Approved","03/25/2025","S130-312532","LaFaye Construction - Columbia","Richland St. Bldg. 1","","kaitlyn.stewart","340.17"
"","Columbia","P130-1224675","Approved","03/25/2025","S130-312216","Great Southern Homes - Columbia","70 Piney Woods Bluff","","joseph.green","239.95"
"","Columbia","P130-1224663","Approved","03/25/2025","S130-312182","Great Southern Homes - Columbia","69 Piney Woods Bluff","","joseph.green","224.99"
"","Columbia","P130-1224531","Approved","03/24/2025","S130-311996","Great Southern Homes - Columbia","68 Piney Woods Bluff","","joseph.green","224.99"
"","Columbia","P130-1224508","Approved","03/24/2025","S130-311902","Great Southern Homes - Columbia","67 Piney Woods Bluff","","joseph.green","239.95"
"","Columbia","P130-1224357","Approved","03/24/2025","S130-311667","Great Southern Homes - Columbia","4 Piney Woods Bluff","","joseph.green","239.95"
"","Columbia","P130-1224321","Approved","03/24/2025","S130-311569","Great Southern Homes - Columbia","3 Piney Woods Bluff","","joseph.green","224.99"
"","Columbia","P130-1224263","Approved","03/24/2025","S130-311479","Great Southern Homes - Columbia","2 Piney Woods Bluff","","joseph.green","224.99"
"","Columbia","P130-1224093","Approved","03/24/2025","S130-311281","Great Southern Homes - Columbia","1 Piney Woods Bluff","","joseph.green","577.45"
"","Columbia","P130-1223794","Approved","03/21/2025","S130-310940","Great Southern Homes - Columbia","73 Collins Cove","","joseph.green","345.72"
"","Columbia","P130-1222520","Approved","03/18/2025","S130-308754","Red Door Homes - Columbia","Frederick","","kaitlyn.stewart","129.44"
"","Columbia","P130-1221868","Approved","03/17/2025","S130-307894","Great Southern Homes - Columbia","19 Collins Cove","","joseph.green","9,145.72"
"","Columbia","P130-1221745","Approved","03/14/2025","S130-307519","Great Southern Homes - Columbia","12 Collins Cove","","joseph.green","8,951.06"
"","Columbia","P130-1221324","Order Partially Received","03/12/2025","S130-306626","Conquest Homes, LLC - Columbia","3D Edgewater Shores","","joseph.green","49.86"
"","Columbia","P130-1220894","Approved","03/12/2025","S130-306180","Great Southern Homes - Columbia","21 Collins Cove","","joseph.green","384.28"
"","Columbia","P130-1220886","Approved","03/12/2025","S130-305735","Great Southern Homes - Columbia","21 Collins Cove","","joseph.green","8,393.75"
"","Columbia","P130-1220635","Approved","03/11/2025","S130-305707","Great Southern Homes - Columbia","14 Collins Cove","","joseph.green","117.92"
"","Columbia","P130-1220615","Approved","03/11/2025","S130-305583","Great Southern Homes - Columbia","14 Collins Cove","","joseph.green","6,548.49"
"","Columbia","P130-1215884","Approved","02/20/2025","S130-297161","LaFaye Construction - Columbia","Richland St. Bldg. 2","","kaitlyn.stewart","9,487.27"
"","Columbia","P130-1215852","Approved","02/20/2025","S130-297015","LaFaye Construction - Columbia","Richland St. Bldg. 1","","kaitlyn.stewart","9,487.27"
"","Columbia","P130-1215733","Approved","02/20/2025","S130-296668","Great Southern Homes - Columbia","52 Collins Cove","","joseph.green","4,074.46"
"","Columbia","P130-1215709","Approved","02/19/2025","S130-296675","Great Southern Homes - Columbia","52 Collins Cove","","joseph.green","235.84"
"","Columbia","P130-1215688","Approved","02/19/2025","S130-296646","Great Southern Homes - Columbia","11 Collins Cove","","joseph.green","192.14"
"","Columbia","P130-1215674","Approved","02/19/2025","S130-296468","Great Southern Homes - Columbia","11 Collins Cove","","joseph.green","8,510.61"
"","Columbia","P130-1215166","Approved","02/18/2025","S130-294208","Red Door Homes - Columbia","Manning","","kaitlyn.stewart","4,504.92"
"","Columbia","P130-1214175","Approved","02/13/2025","S130-293901","Great Southern Homes - Columbia","73 Collins Cove","","joseph.green","9,292.40"
"","Columbia","P130-1214167","Approved","02/13/2025","S130-293928","Great Southern Homes - Columbia","73 Collins Cove","","joseph.green","192.14"
"","Columbia","P130-1214150","Approved","02/13/2025","S130-293896","Great Southern Homes - Columbia","72 Collins Cove","","joseph.green","192.14"
"","Columbia","P130-1214136","Approved","02/13/2025","S130-293858","Great Southern Homes - Columbia","72 Collins Cove","","joseph.green","9,545.56"
"","Columbia","P130-1212481","Approved","02/07/2025","S130-291253","Great Southern Homes - Columbia","53 Collins Cove","","joseph.green","192.14"
"","Columbia","P130-1212451","Approved","02/06/2025","S130-284329","Red Door Homes - Columbia","Frederick","","kaitlyn.stewart","7,661.47"
"","Columbia","P130-1212235","Approved","02/06/2025","S130-290648","Great Southern Homes - Columbia","15 Collins Cove","","joseph.green","8,294.58"
"","Charleston","P129-1225431","Approved","03/26/2025","","","","","megan.wilson1","1,845.32"
"","Charleston","P129-1225395","Approved","03/26/2025","","","","","megan.wilson1","1,200.00"
"","Charleston","P129-1225223","Approved","03/26/2025","S129-313554","Ashton Woods - Charleston","1520 Nexton","","megan.wilson1","1,510.18"
"","Charleston","P129-1225184","Approved","03/26/2025","S129-313522","Ashton Woods - Charleston","1554 Nexton","","megan.wilson1","298.90"
"","Charleston","P129-1224746","Approved","03/25/2025","S129-312501","Dan Ryan Builders - Charleston","50 Recess Pointe","","megan.wilson1","1.72"
"","Charleston","P129-1224495","Approved","03/24/2025","S129-311868","Ashton Woods - Charleston","1531 Nexton","","megan.wilson1","1,889.04"
"","Charleston","P129-1223849","Approved","03/21/2025","S129-311046","Ashton Woods - Charleston","1531 Nexton","","megan.wilson1","291.87"
"","Charleston","P129-1223815","Approved","03/21/2025","S129-310961","Ashton Woods - Charleston","1554 Nexton","","megan.wilson1","11,911.50"
"","Charleston","P129-1223749","Approved","03/21/2025","S129-310824","Ashton Woods - Charleston","1471 Nexton","","megan.wilson1","1,134.41"
"","Charleston","P129-1223671","Approved","03/20/2025","S129-310660","Dan Ryan Builders - Charleston","6 Recess Pointe","","megan.wilson1","1,624.71"
"","Charleston","P129-1223665","Approved","03/20/2025","S129-310649","Dan Ryan Builders - Charleston","5 Recess Pointe","","megan.wilson1","1,324.17"
"","Charleston","P129-1223660","Approved","03/20/2025","S129-310638","Dan Ryan Builders - Charleston","4 Recess Pointe","","megan.wilson1","1,604.50"
"","Charleston","P129-1222595","Approved","03/18/2025","","","","","megan.wilson1","1,845.32"
"","Charleston","P129-1221818","Approved","03/14/2025","S129-307793","Brookfield Residential - Charleston","189 Nexton 20' TH","","megan.wilson1","4,134.74"
"","Charleston","P129-1221816","Approved","03/14/2025","S129-307770","Brookfield Residential - Charleston","188 Nexton 20' TH","","megan.wilson1","5,392.12"
"","Charleston","P129-1221810","Approved","03/14/2025","S129-307721","Brookfield Residential - Charleston","187 Nexton 20' TH","","megan.wilson1","7,900.72"
"","Charleston","P129-1220761","Approved","03/11/2025","S129-306009","Ashton Woods - Charleston","1448 Nexton","","megan.wilson1","10.79"
"","Charleston","P129-1220760","Approved","03/11/2025","S129-306001","Ashton Woods - Charleston","1462 Nexton","","megan.wilson1","10.79"
"","Charleston","P129-1219889","Order Partially Received","03/07/2025","S129-304617","Dan Ryan Builders - Charleston","3 Recess Pointe","","megan.wilson1","25.36"
"","Charleston","P129-1219689","Approved","03/06/2025","S129-304212","Dan Ryan Builders - Charleston","1 Recess Pointe","","megan.wilson1","1,566.34"
"","Charleston","P129-1219677","Approved","03/06/2025","S129-304203","Coastal Premier Homes (Arthur Rutenburg Franchise) - Charleston","1541 Tomato Farm","","megan.wilson1","2,946.81"
"","Charleston","P129-1219643","Approved","03/06/2025","S129-302479","Ashton Woods - Charleston","1471 Nexton","","megan.wilson1","9,163.50"
"","Charleston","P129-1216697","Order Partially Received","02/25/2025","","","","","megan.wilson1","293.16"
"","Charleston","P129-1216254","Approved","02/24/2025","S129-298066","Ashton Woods - Charleston","1519 Nexton","","megan.wilson1","912.24"
"","Wilmington","P126-1225560","Approved","03/26/2025","S126-313917","Pulte Home Company, LLC  - Wilmington","1203 Riverlights Haven Pass.","","angel.wilmington","167.33"
"","Wilmington","P126-1225549","Approved","03/26/2025","S126-313896","Pulte Home Company, LLC  - Wilmington","1121 Riverlights Haven Pass.","","angel.wilmington","280.52"
"","Wilmington","P126-1225538","Approved","03/26/2025","S126-313856","Pulte Home Company, LLC  - Wilmington","1119 Riverlights Haven Pass.","","angel.wilmington","188.78"
"","Wilmington","P126-1225512","Approved","03/26/2025","S126-313835","Pulte Home Company, LLC  - Wilmington","1117 Riverlights Haven Pass.","","angel.wilmington","233.36"
"","Wilmington","P126-1225222","Approved","03/26/2025","S126-313545","Mungo Homes - Wilmington","82 Indigo at Abbey Preserve","","angel.wilmington","81.03"
"","Wilmington","P126-1224887","Approved","03/25/2025","S126-312958","Red Door Homes - Wilmington","110-25-103 Hemby","","angel.wilmington","2,509.04"
"","Wilmington","P126-1224847","Approved","03/25/2025","S126-312763","Pulte Home Company, LLC  - Wilmington","1282 Riverlights Haven Exp.","","angel.wilmington","823.37"
"","Wilmington","P126-1224842","Approved","03/25/2025","S126-312746","Pulte Home Company, LLC  - Wilmington","1279 Riverlights Haven Exp.","","angel.wilmington","617.33"
"","Wilmington","P126-1224827","Approved","03/25/2025","S126-312728","Pulte Home Company, LLC  - Wilmington","1263 Riverlights Haven Exp.","","angel.wilmington","617.33"
"","Wilmington","P126-1224737","Approved","03/25/2025","S126-312409","Pulte Home Company, LLC  - Wilmington","1262 Riverlights Haven Exp.","","angel.wilmington","583.01"
"","Wilmington","P126-1224733","Approved","03/25/2025","S126-312372","Pulte Home Company, LLC  - Wilmington","1259 Riverlights Haven Exp.","","angel.wilmington","613.04"
"","Wilmington","P126-1224729","Approved","03/25/2025","S126-312350","Pulte Home Company, LLC  - Wilmington","1243 Riverlights Haven Exp.","","angel.wilmington","725.63"
"","Wilmington","P126-1224726","Approved","03/25/2025","S126-312262","Pulte Home Company, LLC  - Wilmington","1114 Riverlights Haven Exp.","","angel.wilmington","682.73"
"","Wilmington","P126-1224410","Approved","03/24/2025","S126-311718","Mungo Homes - Wilmington","110 Grand Park TH","","angel.wilmington","697.20"
"","Wilmington","P126-1224393","Approved","03/24/2025","S126-311702","Mungo Homes - Wilmington","108 Grand Park","","angel.wilmington","398.40"
"","Wilmington","P126-1224339","Approved","03/24/2025","S126-311638","Pulte Home Company, LLC  - Wilmington","1103 Riverlights Continua","","angel.wilmington","406.18"
"","Wilmington","P126-1223991","Approved","03/24/2025","S126-306860","Mungo Homes - Wilmington","1 East Wynd","","abigail.wicker","48.84"
"","Wilmington","P126-1223613","Approved","03/20/2025","S126-299340","Hallmark Building - Wilmington","605 Fort Fisher","","abigail.wicker","24,986.64"
"","Wilmington","P126-1223503","Approved","03/20/2025","S126-310252","Pulte Home Company, LLC  - Wilmington","962 Riverlights Conventional","","angel.wilmington","943.09"
"","Wilmington","P126-1223447","Approved","03/20/2025","S126-308851","Mungo Homes - Wilmington","87 Indigo at Abbey Preservee","","kristina.raynor.wil","1,973.97"
"","Wilmington","P126-1223430","Approved","03/20/2025","S126-310119","Pulte Home Company, LLC  - Wilmington","1270 Riverlights Haven Exp.","","angel.wilmington","504.83"
"","Wilmington","P126-1221954","Approved","03/17/2025","S126-307967","Mungo Homes - Wilmington","5 Indigo at Abbey Preserve","","kristina.raynor.wil","1,462.99"
